,item_1,item_2,item_3
5277,nonfat milk,chicken,body spray
5279,frozen vegetables,mineral water,french fries
5280,shrimp,pepper,milk
5281,burgers,spaghetti,soup
5282,olive oil,salmon,tomato juice
5283,burgers,yams,mineral water
5284,milk,energy bar,vegetables mix
5286,grated cheese,honey,fresh bread
5287,soup,clothes accessories,escalope
5288,burgers,eggs,french fries
5289,burgers,eggs,frozen smoothie
5290,whole wheat pasta,cake,melons
5291,ground beef,tomato sauce,spaghetti
5293,pancakes,french fries,body spray
5294,soup,eggs,cottage cheese
5296,cider,eggs,eggplant
5297,whole wheat pasta,milk,champagne
5299,spaghetti,mineral water,eggs
5300,turkey,spaghetti,mineral water
5301,burgers,shrimp,mineral water
5303,turkey,black tea,eggs
5304,avocado,frozen smoothie,cottage cheese
5306,gums,cottage cheese,brownies
5308,ground beef,milk,cereals
5309,herb & pepper,eggs,cookies
5310,shrimp,tomatoes,honey
5313,grated cheese,spaghetti,mineral water
5314,turkey,mineral water,barbecue sauce
5315,whole wheat pasta,ground beef,mineral water
5317,fresh tuna,milk,magazines
5320,chocolate,herb & pepper,frozen vegetables
5321,turkey,eggs,pancakes
5329,turkey,eggs,french fries
5333,pepper,mineral water,pancakes
5334,ground beef,spaghetti,milk
5338,grated cheese,whole wheat pasta,pepper
5339,avocado,cider,cake
5341,frozen vegetables,tomatoes,mineral water
5342,tomatoes,whole wheat pasta,milk
5347,shrimp,yams,milk
5348,pepper,olive oil,green tea
5349,whole wheat pasta,chocolate,pancakes
5354,grated cheese,mineral water,honey
5356,spaghetti,mineral water,french wine
5358,ground beef,mineral water,soup
5360,chocolate,ground beef,tomato sauce
5361,avocado,vegetables mix,french fries
5363,spaghetti,mineral water,milk
5365,herb & pepper,cereals,low fat yogurt
5366,whole wheat pasta,yams,milk
5367,fresh tuna,mineral water,eggs
5369,whole wheat pasta,olive oil,pancakes
5370,ham,chocolate,spaghetti
5371,green tea,french fries,cookies
5373,mineral water,energy bar,whole wheat rice
5374,ground beef,mineral water,milk
5375,grated cheese,ground beef,rice
5378,turkey,burgers,whole wheat rice
5380,frozen vegetables,avocado,black tea
5381,chocolate,milk,chicken
5382,french fries,escalope,green tea
5383,burgers,mineral water,cookies
5384,shrimp,ground beef,spaghetti
5386,french wine,rice,green beans
5387,soup,light cream,cookies
5388,whole wheat pasta,olive oil,green tea
5389,cereals,cookies,yogurt cake
5392,frozen smoothie,tomato juice,fresh bread
5394,shrimp,ground beef,mineral water
5395,olive oil,salmon,low fat yogurt
5396,milk,almonds,vegetables mix
5399,burgers,shrimp,frozen vegetables
5400,frozen vegetables,barbecue sauce,chocolate bread
5401,mineral water,cooking oil,french fries
5403,shrimp,frozen vegetables,tomatoes
5407,spaghetti,butter,green beans
5412,spaghetti,salmon,pancakes
5415,frozen vegetables,milk,french fries
5416,fresh tuna,ground beef,pepper
5417,burgers,champagne,cookies
5419,spaghetti,eggs,champagne
5420,gums,escalope,pasta
5421,burgers,frozen vegetables,ground beef
5422,shrimp,eggs,energy drink
5424,french fries,champagne,light mayo
5425,cake,cottage cheese,brownies
5432,turkey,frozen vegetables,mineral water
5433,turkey,pepper,carrots
5435,ground beef,milk,olive oil
5437,turkey,yams,black tea
5438,mineral water,chocolate,whole wheat rice
5440,herb & pepper,mineral water,honey
5441,turkey,burgers,ground beef
5442,avocado,escalope,light mayo
5443,avocado,cake,cookies
5444,spaghetti,mineral water,milk
5445,energy bar,cereals,salt
5446,turkey,shrimp,parmesan cheese
5447,shrimp,parmesan cheese,olive oil
5449,milk,chocolate,energy drink
5450,mineral water,whole wheat rice,french fries
5451,burgers,grated cheese,shrimp
5452,tomatoes,spaghetti,vegetables mix
5459,chocolate,shrimp,frozen vegetables
5461,mineral water,gums,soda
5465,shrimp,mineral water,milk
5467,herb & pepper,frozen vegetables,mineral water
5469,fresh tuna,ground beef,mineral water
5470,turkey,ham,grated cheese
5471,milk,black tea,eggs
5472,turkey,herb & pepper,ground beef
5474,milk,chicken,extra dark chocolate
5475,chocolate,spaghetti,mineral water
5476,mineral water,pancakes,chocolate
5477,burgers,grated cheese,spaghetti
5478,shrimp,whole wheat pasta,spaghetti
5479,frozen vegetables,spaghetti,milk
5481,butter,tomato juice,fresh bread
5483,tomatoes,chocolate,champagne
5484,mineral water,milk,barbecue sauce
5485,burgers,ham,whole wheat rice
5486,shrimp,spaghetti,eggplant
5488,mineral water,milk,green tea
5490,shrimp,frozen vegetables,honey
5491,meatballs,bug spray,burger sauce
5492,turkey,herb & pepper,spaghetti
5493,turkey,meatballs,eggs
5496,muffins,whole wheat rice,chocolate
5497,fresh tuna,spaghetti,vegetables mix
5498,meatballs,olive oil,clothes accessories
5500,grated cheese,whole wheat rice,chocolate
5501,burgers,grated cheese,frozen vegetables
5504,burgers,spaghetti,eggs
5505,eggs,chocolate,cookies
5507,ground beef,yams,cake
5510,spaghetti,mineral water,cake
5511,tomatoes,mineral water,soup
5512,grated cheese,ground beef,spaghetti
5518,herb & pepper,shrimp,rice
5521,turkey,spaghetti,mineral water
5525,extra dark chocolate,french fries,green tea
5529,burgers,herb & pepper,tomatoes
5530,olive oil,chutney,yogurt cake
5532,grated cheese,ground beef,energy bar
5534,turkey,mineral water,milk
5535,hot dogs,low fat yogurt,candy bars
5541,shrimp,avocado,melons
5542,pancakes,whole wheat rice,frozen smoothie
5543,frozen vegetables,milk,chocolate
5545,parmesan cheese,mineral water,muffins
5548,frozen vegetables,meatballs,pancakes
5550,hot dogs,energy drink,fresh bread
5552,eggs,cookies,green tea
5556,cake,french fries,energy drink
5557,red wine,spaghetti,eggs
5558,pepper,spaghetti,strong cheese
5561,spaghetti,blueberries,chocolate
5562,dessert wine,mineral water,milk
5563,eggs,rice,escalope
5568,grated cheese,frozen vegetables,brownies
5570,burgers,herb & pepper,ground beef
5571,honey,gums,french fries
5573,chicken,eggs,french fries
5578,turkey,eggs,pancakes
5581,energy bar,chicken,eggs
5582,whole wheat pasta,mineral water,olive oil
5584,burgers,french fries,escalope
5587,pickles,chicken,chocolate
5589,whole wheat pasta,milk,energy bar
5591,fresh tuna,eggs,escalope
5593,mineral water,olive oil,mint
5595,parmesan cheese,whole wheat pasta,antioxydant juice
5597,spaghetti,mineral water,soup
5602,parmesan cheese,whole wheat pasta,ground beef
5603,frozen vegetables,avocado,butter
5606,shrimp,frozen vegetables,ground beef
5612,tomatoes,mineral water,salmon
5613,grated cheese,chutney,eggs
5614,grated cheese,tomato sauce,mineral water
5615,cereals,antioxydant juice,hot dogs
5618,spaghetti,avocado,cookies
5620,frozen vegetables,milk,eggs
5621,grated cheese,chocolate,french fries
5622,grated cheese,herb & pepper,parmesan cheese
5623,turkey,herb & pepper,parmesan cheese
5624,eggs,chocolate,escalope
5626,yams,french fries,fresh bread
5627,burgers,whole wheat pasta,yams
5628,frozen vegetables,spaghetti,mineral water
5634,burgers,herb & pepper,ground beef
5636,frozen vegetables,spaghetti,salmon
5638,chocolate,shrimp,frozen vegetables
5644,milk,cake,chili
5645,ham,spaghetti,soup
5647,turkey,shrimp,frozen vegetables
5648,shrimp,tomatoes,butter
5652,whole wheat pasta,spaghetti,meatballs
5653,red wine,rice,chili
5656,burgers,eggs,pancakes
5657,pancakes,gluten free bar,low fat yogurt
5658,burgers,chocolate,frozen vegetables
5660,fresh tuna,herb & pepper,mineral water
5661,mineral water,avocado,cake
5662,herb & pepper,shrimp,tomatoes
5666,tomatoes,spaghetti,mineral water
5669,nonfat milk,gluten free bar,light mayo
5670,mineral water,eggs,cake
5671,mineral water,avocado,eggs
5673,burgers,cider,eggs
5675,turkey,spaghetti,avocado
5680,mineral water,muffins,french fries
5681,burgers,ground beef,spaghetti
5682,herb & pepper,whole wheat pasta,milk
5683,cake,escalope,pasta
5684,turkey,spaghetti,mineral water
5685,milk,vegetables mix,french fries
5686,cereals,champagne,green tea
5687,antioxydant juice,french fries,champagne
5688,fresh tuna,frozen vegetables,chocolate
5689,burgers,frozen vegetables,whole wheat pasta
5690,frozen vegetables,tomatoes,mineral water
5691,mineral water,cake,low fat yogurt
5694,tomatoes,vegetables mix,french fries
5695,burgers,pepper,milk
5696,grated cheese,herb & pepper,shrimp
5697,shrimp,mineral water,milk
5699,burgers,grated cheese,milk
5701,whole wheat rice,ham,chocolate
5702,soup,olive oil,chicken
5704,tomatoes,mineral water,chocolate
5705,burgers,soup,french fries
5707,shrimp,tomato juice,magazines
5710,french fries,body spray,light mayo
5711,mineral water,french fries,melons
5712,grated cheese,herb & pepper,chicken
5718,fresh tuna,pickles,olive oil
5719,turkey,shrimp,pepper
5721,grated cheese,frozen vegetables,french fries
5722,shrimp,barbecue sauce,french fries
5724,burgers,tomatoes,spaghetti
5725,turkey,fresh tuna,avocado
5727,burgers,milk,champagne
5729,spaghetti,pancakes,fresh bread
5730,champagne,yogurt cake,light mayo
5731,shrimp,frozen vegetables,milk
5732,herb & pepper,ground beef,tomato juice
5734,burgers,grated cheese,ground beef
5736,spaghetti,nonfat milk,carrots
5737,chocolate,muffins,whole wheat rice
5739,spaghetti,whole weat flour,cottage cheese
5740,cookies,pancakes,mint
5744,spaghetti,mineral water,milk
5745,shrimp,frozen vegetables,mineral water
5746,burgers,french fries,green tea
5747,shrimp,frozen vegetables,eggs
5748,frozen vegetables,green tea,french fries
5749,champagne,pancakes,green tea
5750,burgers,spaghetti,whole wheat rice
5751,burgers,corn,low fat yogurt
5753,herb & pepper,ground beef,tomato sauce
5757,mineral water,avocado,muffins
5759,fresh tuna,milk,butter
5760,tomatoes,avocado,meatballs
5762,frozen vegetables,whole wheat rice,cooking oil
5763,grated cheese,ground beef,cake
5764,shrimp,mineral water,cake
5766,soup,strong cheese,light cream
5767,mineral water,chicken,yogurt cake
5768,burgers,chocolate,escalope
5770,frozen vegetables,flax seed,clothes accessories
5771,milk,chocolate,champagne
5772,spaghetti,milk,energy bar
5773,cake,ketchup,pancakes
5777,fresh tuna,chocolate,spaghetti
5778,burgers,avocado,almonds
5779,frozen vegetables,milk,energy bar
5780,shrimp,ground beef,milk
5782,burgers,spaghetti,eggs
5783,grated cheese,spinach,rice
5784,turkey,shrimp,frozen vegetables
5785,whole wheat rice,cake,chocolate
5786,grated cheese,ground beef,pepper
5787,pancakes,mint,green tea
5788,turkey,milk,cooking oil
5789,mineral water,energy bar,escalope
5790,chocolate,tomatoes,ground beef
5791,shrimp,ground beef,yams
5792,red wine,frozen vegetables,ground beef
5793,ground beef,mineral water,chocolate
5794,pickles,antioxydant juice,french fries
5796,mineral water,rice,barbecue sauce
5797,chocolate,frozen smoothie,champagne
5798,turkey,mineral water,pancakes
5799,frozen vegetables,tomatoes,milk
5800,protein bar,hand protein bar,green tea
5802,shrimp,mineral water,mint
5804,turkey,tomatoes,spaghetti
5805,turkey,cooking oil,low fat yogurt
5807,mineral water,milk,eggs
5808,whole wheat pasta,mineral water,french wine
5809,turkey,burgers,red wine
5810,shrimp,frozen vegetables,milk
5812,grated cheese,ground beef,mineral water
5813,turkey,grated cheese,frozen vegetables
5814,fresh tuna,mineral water,almonds
5815,turkey,mineral water,chocolate
5817,chocolate,french fries,mint
5822,turkey,spaghetti,milk
5823,turkey,pepper,mineral water
5824,tomatoes,milk,black tea
5825,fresh tuna,mineral water,black tea
5826,flax seed,eggs,chicken
5827,french fries,cottage cheese,green tea
5828,herb & pepper,eggs,clothes accessories
5830,grated cheese,spaghetti,eggs
5831,burgers,fresh tuna,ground beef
5832,burgers,ham,chocolate
5833,chocolate,salmon,cooking oil
5835,burgers,mineral water,chocolate
5836,burgers,ground beef,mineral water
5837,burgers,shrimp,tomatoes
5838,red wine,spaghetti,eggs
5839,spaghetti,chocolate,almonds
5841,burgers,french fries,champagne
5842,eggs,whole wheat rice,cookies
5843,herb & pepper,pepper,spaghetti
5844,grated cheese,herb & pepper,ground beef
5846,tomatoes,ground beef,tomato sauce
5847,mineral water,chocolate,mint
5848,turkey,ground beef,mineral water
5849,grated cheese,herb & pepper,ground beef
5850,burgers,mineral water,cooking oil
5851,yams,mineral water,energy bar
5852,green tea,chocolate,magazines
5853,spaghetti,mineral water,soup
5854,burgers,shrimp,pepper
5855,fresh tuna,frozen vegetables,energy bar
5858,fresh tuna,ground beef,pepper
5859,frozen vegetables,ground beef,mineral water
5860,frozen vegetables,tomatoes,spaghetti
5862,mineral water,eggs,whole wheat rice
5864,spaghetti,spinach,oil
5865,tomatoes,butter,honey
5866,spaghetti,mineral water,antioxydant juice
5867,frozen vegetables,milk,honey
5871,whole wheat pasta,spaghetti,milk
5873,cereals,cookies,low fat yogurt
5874,spaghetti,yams,mineral water
5877,mineral water,eggs,mint
5878,mineral water,milk,green tea
5879,grated cheese,ground beef,chocolate
5880,burgers,eggs,french fries
5881,olive oil,brownies,yogurt cake
5882,grated cheese,frozen vegetables,parmesan cheese
5885,herb & pepper,frozen vegetables,ground beef
5886,chocolate,red wine,frozen vegetables
5887,spaghetti,mineral water,soup
5888,mineral water,chocolate,milk
5890,soda,hot dogs,sparkling water
5891,grated cheese,escalope,hot dogs
5892,eggs,blueberries,cereals
5893,ground beef,spaghetti,chocolate
5894,shrimp,pepper,milk
5895,tomatoes,pepper,spaghetti
5896,burgers,cider,barbecue sauce
5897,turkey,red wine,tomatoes
5898,chocolate,mineral water,hot dogs
5899,burgers,spaghetti,yams
5901,whole wheat pasta,milk,pancakes
5902,muffins,cereals,strawberries
5903,olive oil,muffins,mint
5904,chocolate,red wine,tomato sauce
5905,escalope,pasta,shallot
5907,burgers,shrimp,milk
5908,frozen vegetables,spaghetti,milk
5909,herb & pepper,french fries,protein bar
5912,spaghetti,olive oil,eggs
5914,turkey,fresh tuna,herb & pepper
5918,mineral water,soup,avocado
5919,burgers,eggs,cake
5921,spaghetti,escalope,mushroom cream sauce
5922,almonds,french wine,green tea
5925,shrimp,tomatoes,spaghetti
5926,turkey,ham,honey
5928,pickles,avocado,cake
5929,avocado,champagne,frozen smoothie
5930,spaghetti,mineral water,chocolate
5931,soup,olive oil,chocolate
5937,spaghetti,mineral water,salmon
5938,champagne,pancakes,green tea
5942,shrimp,gums,low fat yogurt
5943,ground beef,spaghetti,mineral water
5945,shrimp,spaghetti,honey
5947,soup,milk,oil
5949,mineral water,fromage blanc,cake
5950,herb & pepper,spaghetti,yams
5953,grated cheese,herb & pepper,chocolate
5954,tomatoes,cooking oil,french fries
5955,chocolate,spaghetti,energy bar
5956,whole wheat pasta,milk,olive oil
5957,burgers,butter,pancakes
5958,burgers,ground beef,chocolate
5959,spaghetti,cake,pancakes
5961,burgers,ham,whole wheat pasta
5966,avocado,eggs,brownies
5967,red wine,tomatoes,tea
5968,honey,french fries,green tea
5969,burgers,ham,shrimp
5970,herb & pepper,ground beef,tomato sauce
5971,shrimp,tomatoes,spaghetti
5973,soup,energy bar,cake
5974,turkey,herb & pepper,spaghetti
5975,olive oil,butter,pancakes
5976,mineral water,french fries,energy drink
5977,cake,cookies,pancakes
5978,mineral water,soup,french fries
5979,mineral water,champagne,hot dogs
5980,shrimp,oil,extra dark chocolate
5981,mineral water,eggplant,escalope
5983,ham,red wine,whole wheat rice
5988,herb & pepper,olive oil,blueberries
5989,green beans,salad,green tea
5990,herb & pepper,shrimp,ground beef
5994,spaghetti,mineral water,avocado
5996,avocado,chocolate,frozen smoothie
5998,pepper,mineral water,soup
5999,tomatoes,ground beef,spaghetti
6003,french fries,champagne,energy drink
6008,spaghetti,yams,avocado
6010,burgers,spaghetti,green grapes
6011,flax seed,cake,pancakes
6014,chocolate,french fries,frozen smoothie
6017,mineral water,salmon,chocolate
6019,mineral water,milk,salmon
6020,cake,pancakes,energy drink
6021,shrimp,frozen vegetables,mineral water
6023,mineral water,butter,spinach
6024,mineral water,avocado,milk
6026,shrimp,oil,champagne
6027,milk,chocolate,french fries
6028,milk,brownies,tomato juice
6029,eggs,escalope,tomato juice
6030,french fries,frozen smoothie,escalope
6031,pepper,mineral water,fromage blanc
6032,meatballs,honey,antioxydant juice
6033,turkey,avocado,eggs
6035,shrimp,frozen vegetables,tomatoes
6036,frozen vegetables,spaghetti,mineral water
6037,french wine,cake,sparkling water
6039,grated cheese,chocolate,champagne
6040,pepper,honey,tomato juice
6041,frozen vegetables,tomatoes,mineral water
6043,burgers,spaghetti,whole wheat rice
6046,milk,vegetables mix,french fries
6048,chocolate,french fries,pancakes
6052,chocolate,french fries,body spray
6054,milk,cooking oil,chocolate
6056,frozen vegetables,milk,cider
6057,mineral water,whole wheat rice,low fat yogurt
6059,shrimp,tomatoes,parmesan cheese
6060,shrimp,spaghetti,vegetables mix
6062,milk,french fries,frozen smoothie
6063,herb & pepper,frozen vegetables,ground beef
6068,yams,mineral water,french fries
6069,frozen vegetables,chocolate,olive oil
6072,frozen vegetables,mineral water,milk
6074,frozen vegetables,mineral water,cottage cheese
6078,frozen vegetables,tomatoes,spaghetti
6079,chocolate,herb & pepper,yams
6080,whole weat flour,tomato juice,mayonnaise
6081,yams,frozen smoothie,hot dogs
6083,shrimp,flax seed,light cream
6085,red wine,shrimp,ground beef
6087,vegetables mix,nonfat milk,green grapes
6088,honey,light cream,frozen smoothie
6089,cake,carrots,cookies
6091,frozen vegetables,milk,olive oil
6092,burgers,frozen vegetables,mineral water
6097,frozen vegetables,ground beef,mineral water
6098,oil,carrots,tomato juice
6100,shrimp,frozen vegetables,mineral water
6102,herb & pepper,shrimp,ground beef
6103,shrimp,eggs,strawberries
6104,turkey,cake,french fries
6105,mineral water,almonds,eggs
6106,herb & pepper,pepper,spaghetti
6107,tomatoes,salt,fresh bread
6109,ground beef,chocolate,soup
6111,mineral water,chocolate,chicken
6113,chocolate,ground beef,spaghetti
6114,soup,milk,honey
6116,tomatoes,soup,cooking oil
6119,chocolate,ground beef,soup
6121,herb & pepper,black tea,escalope
6128,butter,flax seed,chicken
6129,burgers,almonds,eggs
6130,escalope,pasta,green tea
6132,frozen vegetables,mineral water,soup
6133,spaghetti,mineral water,eggs
6134,red wine,eggs,toothpaste
6135,milk,chicken,cider
6136,frozen vegetables,milk,green tea
6137,ham,ground beef,cake
6138,chocolate,french fries,hot dogs
6139,red wine,mineral water,milk
6140,ham,ground beef,french wine
6142,chocolate,spaghetti,olive oil
6147,shrimp,pepper,chili
6148,chocolate,tomato sauce,soup
6149,shrimp,spaghetti,soup
6150,chocolate,champagne,hot dogs
6151,burgers,spaghetti,mineral water
6152,tomatoes,parmesan cheese,mineral water
6153,turkey,herb & pepper,mineral water
6154,fresh tuna,red wine,mineral water
6155,chocolate,almonds,whole wheat rice
6156,grated cheese,shrimp,mineral water
6158,shrimp,tomatoes,spaghetti
6161,flax seed,chocolate,frozen smoothie
6163,grated cheese,shrimp,frozen vegetables
6164,mineral water,eggs,protein bar
6166,chocolate,herb & pepper,ground beef
6167,ground beef,spaghetti,mineral water
6168,frozen vegetables,spaghetti,mineral water
6169,ground beef,spaghetti,milk
6171,ground beef,mineral water,energy bar
6172,chocolate,parmesan cheese,mineral water
6175,shrimp,frozen vegetables,ground beef
6178,pepper,spaghetti,milk
6179,burgers,frozen vegetables,whole wheat pasta
6184,burgers,cake,french fries
6189,mineral water,eggs,chocolate
6190,turkey,frozen vegetables,ground beef
6191,grated cheese,cookies,melons
6193,chocolate,whole wheat pasta,spaghetti
6194,tomatoes,ground beef,spaghetti
6195,burgers,almonds,eggs
6196,mineral water,oil,toothpaste
6199,green tea,salad,fresh bread
6200,burgers,ground beef,salmon
6201,burgers,eggs,babies food
6205,burgers,frozen vegetables,eggs
6207,eggs,eggplant,cookies
6209,chocolate,energy bar,almonds
6210,turkey,champagne,salt
6212,dessert wine,tomatoes,parmesan cheese
6214,mineral water,soup,mushroom cream sauce
6215,mineral water,chocolate,eggs
6216,mineral water,milk,vegetables mix
6217,burgers,herb & pepper,mineral water
6222,whole wheat pasta,spaghetti,milk
6231,ground beef,butter,flax seed
6233,ground beef,pepper,milk
6234,tomatoes,mineral water,pancakes
6235,tomatoes,mineral water,eggs
6238,mineral water,chocolate,escalope
6240,soup,pet food,energy drink
6241,burgers,turkey,tomatoes
6242,turkey,burgers,frozen vegetables
6243,tomato sauce,spaghetti,tomato juice
6245,burgers,ground beef,spaghetti
6247,milk,cider,cake
6249,parmesan cheese,whole wheat pasta,french fries
6250,parmesan cheese,spaghetti,green grapes
6257,herb & pepper,frozen vegetables,ground beef
6259,burgers,mineral water,eggs
6260,burgers,eggs,french fries
6261,chicken,green tea,chocolate
6262,cottage cheese,brownies,low fat yogurt
6263,spaghetti,meatballs,milk
6265,chocolate,french fries,escalope
6269,whole wheat pasta,milk,cereals
6270,shrimp,carrots,ham
6272,milk,escalope,champagne
6273,vegetables mix,soda,frozen smoothie
6274,frozen vegetables,carrots,frozen smoothie
6275,shrimp,chocolate,almonds
6278,herb & pepper,ground beef,milk
6279,shrimp,frozen vegetables,tomatoes
6282,turkey,spaghetti,chocolate
6283,soup,avocado,french fries
6287,pepper,spaghetti,mineral water
6288,ground beef,pepper,mineral water
6289,tomatoes,spaghetti,whole wheat rice
6290,herb & pepper,tomatoes,spaghetti
6291,burgers,red wine,ground beef
6294,frozen vegetables,mineral water,chocolate
6295,frozen vegetables,eggs,eggplant
6297,burgers,spaghetti,mineral water
6298,frozen vegetables,french fries,mashed potato
6301,fresh tuna,grated cheese,french wine
6302,turkey,ham,shrimp
6308,burgers,fresh tuna,tomatoes
6309,honey,green tea,melons
6311,burgers,tomatoes,whole wheat pasta
6312,herb & pepper,frozen vegetables,ground beef
6313,whole wheat pasta,butter,gums
6314,herb & pepper,ground beef,mineral water
6315,turkey,soup,milk
6316,frozen vegetables,mineral water,pancakes
6318,shrimp,whole wheat rice,cake
6319,avocado,butter,low fat yogurt
6320,mineral water,french fries,protein bar
6321,cake,yogurt cake,salad
6322,chutney,eggs,escalope
6323,spaghetti,mineral water,fromage blanc
6325,spaghetti,milk,strong cheese
6327,spaghetti,vegetables mix,eggs
6329,whole wheat pasta,spaghetti,milk
6330,spaghetti,mineral water,chocolate
6333,chocolate,french fries,escalope
6334,burgers,milk,cooking oil
6337,ham,spaghetti,milk
6339,pickles,herb & pepper,vegetables mix
6341,shrimp,frozen vegetables,cake
6342,muffins,french fries,champagne
6343,frozen vegetables,ground beef,milk
6350,tomato sauce,olive oil,gums
6352,milk,escalope,champagne
6353,red wine,ground beef,tomato sauce
6357,mineral water,whole wheat rice,frozen smoothie
6360,herb & pepper,mineral water,milk
6361,burgers,mineral water,eggs
6362,burgers,energy bar,whole wheat rice
6365,herb & pepper,ground beef,pancakes
6366,soup,muffins,rice
6367,chocolate,cookies,light mayo
6369,ground beef,spaghetti,carrots
6370,tomatoes,energy bar,vegetables mix
6372,fresh tuna,mineral water,french wine
6374,protein bar,tomato juice,fresh bread
6375,eggs,cooking oil,eggplant
6376,burgers,fresh tuna,milk
6379,burgers,energy bar,whole wheat rice
6380,mineral water,chocolate,milk
6382,tomatoes,spaghetti,mineral water
6383,burgers,spaghetti,milk
6384,mineral water,cooking oil,extra dark chocolate
6386,burgers,eggs,escalope
6390,grated cheese,chocolate,champagne
6391,energy bar,cake,chocolate
6393,frozen vegetables,tomatoes,ground beef
6394,turkey,chicken,honey
6398,ground beef,milk,energy bar
6400,shrimp,cereals,green tea
6401,mineral water,soup,chicken
6403,burgers,milk,frozen smoothie
6405,turkey,grated cheese,frozen vegetables
6406,spaghetti,whole wheat rice,corn
6408,tomatoes,ground beef,soup
6409,shrimp,mineral water,pancakes
6412,spaghetti,meatballs,butter
6413,frozen vegetables,mineral water,chicken
6414,frozen vegetables,eggs,honey
6416,ham,whole wheat rice,melons
6417,french fries,cookies,shallot
6419,turkey,pepper,yams
6420,fresh tuna,tomatoes,pancakes
6422,burgers,butter,carrots
6423,turkey,grated cheese,soup
6426,mineral water,cake,gums
6430,ground beef,spaghetti,mineral water
6431,turkey,mineral water,salmon
6433,parmesan cheese,chicken,magazines
6435,eggs,fresh bread,green tea
6437,soup,milk,low fat yogurt
6438,burgers,shrimp,chocolate
6439,turkey,burgers,shrimp
6440,dessert wine,mineral water,eggs
6442,black tea,green tea,light mayo
6443,grated cheese,herb & pepper,whole wheat pasta
6445,tomatoes,parmesan cheese,vegetables mix
6446,shrimp,frozen vegetables,eggs
6447,ham,red wine,spaghetti
6449,red wine,mineral water,almonds
6450,ground beef,cooking oil,toothpaste
6451,herb & pepper,ground beef,mineral water
6453,olive oil,butter,cake
6454,frozen vegetables,milk,eggs
6455,frozen vegetables,mineral water,eggs
6457,frozen vegetables,meatballs,whole wheat rice
6459,pickles,mineral water,hand protein bar
6460,ham,tomatoes,mineral water
6461,turkey,burgers,eggs
6463,frozen vegetables,pepper,mineral water
6464,turkey,whole wheat pasta,mineral water
6465,frozen vegetables,french wine,salmon
6467,herb & pepper,mineral water,eggs
6468,fresh tuna,herb & pepper,shrimp
6469,frozen vegetables,green grapes,eggs
6470,turkey,pancakes,barbecue sauce
6471,burgers,tomatoes,ground beef
6472,turkey,burgers,grated cheese
6473,herb & pepper,frozen vegetables,cooking oil
6474,turkey,burgers,fresh tuna
6479,turkey,frozen vegetables,spaghetti
6480,spaghetti,french fries,green tea
6481,turkey,eggs,cake
6482,grated cheese,olive oil,eggs
6484,parmesan cheese,rice,white wine
6485,chocolate,champagne,frozen smoothie
6486,herb & pepper,shrimp,pancakes
6487,turkey,ham,mineral water
6490,fresh tuna,french wine,cake
6491,pickles,spaghetti,cottage cheese
6492,shrimp,whole wheat pasta,cake
6493,whole wheat pasta,spaghetti,milk
6496,burgers,mineral water,milk
6497,dessert wine,herb & pepper,mineral water
6500,chocolate,frozen vegetables,ground beef
6501,grated cheese,ground beef,mineral water
6502,parmesan cheese,french wine,cooking oil
6503,burgers,pickles,gums
6505,herb & pepper,french fries,low fat yogurt
6506,mineral water,chocolate,soup
6508,spaghetti,mineral water,energy bar
6509,tomatoes,chocolate,milk
6510,turkey,herb & pepper,ground beef
6513,red wine,ground beef,mineral water
6514,chocolate,cider,vegetables mix
6515,burgers,spaghetti,olive oil
6516,red wine,whole wheat pasta,spaghetti
6520,red wine,tomatoes,spaghetti
6522,shrimp,frozen vegetables,parmesan cheese
6523,ground beef,pancakes,honey
6524,whole wheat pasta,mineral water,milk
6525,mineral water,chocolate,soup
6526,turkey,grated cheese,herb & pepper
6527,spaghetti,mineral water,cake
6528,chicken,eggs,whole wheat rice
6529,shrimp,milk,eggs
6530,frozen vegetables,spaghetti,mineral water
6532,whole wheat rice,chicken,eggplant
6534,fromage blanc,eggs,yogurt cake
6535,chocolate,grated cheese,salmon
6536,burgers,almonds,eggs
6537,burgers,eggs,cookies
6538,chocolate,spaghetti,strawberries
6539,chicken,fromage blanc,energy drink
6540,spaghetti,mineral water,pancakes
6543,shrimp,spaghetti,mineral water
6544,mineral water,chicken,strawberries
6545,soup,frozen smoothie,yogurt cake
6547,herb & pepper,mineral water,almonds
6549,pickles,chocolate,soup
6550,parmesan cheese,frozen smoothie,mushroom cream sauce
6551,salmon,light cream,escalope
6552,burgers,frozen vegetables,tomatoes
6553,grated cheese,shrimp,spaghetti
6556,frozen vegetables,mineral water,carrots
6558,burgers,french wine,cake
6559,eggs,whole wheat rice,energy drink
6560,french fries,escalope,pasta
6563,burgers,tomatoes,ground beef
6564,spaghetti,mineral water,whole wheat rice
6565,burgers,eggs,mushroom cream sauce
6566,spaghetti,mineral water,soup
6567,milk,pancakes,eggs
6568,ham,ground beef,mineral water
6569,turkey,grated cheese,spaghetti
6570,spaghetti,mineral water,vegetables mix
6571,whole wheat pasta,milk,green tea
6575,turkey,fresh tuna,mineral water
6577,shrimp,frozen vegetables,pepper
6578,mineral water,vegetables mix,barbecue sauce
6581,mineral water,soup,milk
6582,herb & pepper,shrimp,spaghetti
6584,burgers,whole wheat pasta,olive oil
6585,extra dark chocolate,green tea,cookies
