,product1,product2,product3,product4,product5,product6,product7,product8,product9,product10,product11,product12,product13,product14,product15,product16,product17,product18,product19
1071, pasta, vegetables, poultry, bagels, vegetables, vegetables, sandwich loaves, flour, butter, soap, sandwich loaves, vegetables, spaghetti sauce, poultry, spaghetti sauce, yogurt, sugar, sugar, pork
1072, sandwich loaves, waffles, sandwich loaves, pork, paper towels, bagels, tortillas, lunch meat, ice cream, dinner rolls, pork, cereals, hand soap, spaghetti sauce, beef, shampoo, vegetables, beef, juice
1074, soda, dishwashing liquid/detergent, dinner rolls, cheeses, milk, vegetables, vegetables, cheeses, aluminum foil, cheeses, aluminum foil, eggs, yogurt, coffee/tea, vegetables, laundry detergent, shampoo, flour, fruits
1076, lunch meat, dishwashing liquid/detergent, spaghetti sauce, lunch meat, dinner rolls, dinner rolls, pork, shampoo, sandwich loaves, toilet paper, eggs, waffles, mixes, bagels, pork, ice cream, pasta, cereals, flour
1078, lunch meat, vegetables, milk, eggs, paper towels, sugar, bagels, vegetables, cereals, vegetables, soap, aluminum foil, dishwashing liquid/detergent, waffles, mixes, bagels, paper towels, laundry detergent, shampoo
1079, beef, tortillas, butter, paper towels, eggs, all- purpose, cheeses, pasta, lunch meat, paper towels, spaghetti sauce, eggs, sandwich loaves, all- purpose, toilet paper, mixes, tortillas, fruits, waffles
1080, beef, aluminum foil, yogurt, flour, juice, flour, ice cream, poultry, milk, waffles, all- purpose, juice, lunch meat, dishwashing liquid/detergent, all- purpose, ice cream, sugar, vegetables, coffee/tea
1081, mixes, fruits, dishwashing liquid/detergent, hand soap, cereals, lunch meat, soap, waffles, sugar, lunch meat, shampoo, dishwashing liquid/detergent, butter, flour, individual meals, juice, flour, butter, eggs
1082, waffles, ice cream, individual meals, all- purpose, soda, bagels, lunch meat, vegetables, dinner rolls, shampoo, flour, spaghetti sauce, all- purpose, juice, coffee/tea, soap, laundry detergent, vegetables, laundry detergent
1086, fruits, pasta, milk, lunch meat, lunch meat, soda, milk, all- purpose, paper towels, vegetables, soda, yogurt, soap, spaghetti sauce, dishwashing liquid/detergent, vegetables, flour, cereals, ice cream
1088, waffles, spaghetti sauce, sugar, hand soap, beef, juice, sandwich loaves, shampoo, aluminum foil, dinner rolls, shampoo, ice cream, pasta, vegetables, soap, eggs, laundry detergent, shampoo, pasta
1090, ketchup, sandwich bags, dinner rolls, vegetables, dishwashing liquid/detergent, beef, cereals, poultry, pasta, spaghetti sauce, bagels, paper towels, sandwich bags, milk, vegetables, butter, coffee/tea, toilet paper, pasta
1092, ketchup, sandwich bags, waffles, toilet paper, pasta, individual meals, cheeses, shampoo, ice cream, pasta, individual meals, toilet paper, pork, poultry, fruits, pork, pork, soap, juice
1093, all- purpose, cheeses, shampoo, waffles, mixes, individual meals, waffles, sandwich bags, spaghetti sauce, sandwich bags, pasta, shampoo, beef, ice cream, soap, juice, bagels, juice, vegetables
1094, butter, all- purpose, laundry detergent, shampoo, coffee/tea, paper towels, soap, spaghetti sauce, cheeses, vegetables, sandwich loaves, individual meals, paper towels, dinner rolls, toilet paper, individual meals, sandwich bags, milk, cereals
1095, ice cream, individual meals, dishwashing liquid/detergent, spaghetti sauce, hand soap, eggs, soap, all- purpose, fruits, lunch meat, sugar, individual meals, sugar, vegetables, ketchup, cereals, sugar, lunch meat, milk
1096, flour, milk, sandwich bags, vegetables, dishwashing liquid/detergent, cereals, yogurt, ice cream, spaghetti sauce, eggs, soda, soap, vegetables, vegetables, paper towels, coffee/tea, butter, tortillas, cheeses
1097, dinner rolls, eggs, spaghetti sauce, aluminum foil, soda, lunch meat, milk, milk, vegetables, toilet paper, coffee/tea, soap, dinner rolls, beef, soda, sugar, butter, flour, sugar
1105, flour, coffee/tea, lunch meat, spaghetti sauce, cereals, sandwich loaves, vegetables, butter, flour, vegetables, ice cream, paper towels, paper towels, sandwich loaves, sugar, pork, all- purpose, pork, sandwich loaves
1106, shampoo, pasta, mixes, tortillas, mixes, ketchup, juice, mixes, ice cream, ketchup, paper towels, laundry detergent, fruits, mixes, cereals, coffee/tea, yogurt, lunch meat, toilet paper
1108, vegetables, bagels, juice, vegetables, lunch meat, toilet paper, vegetables, poultry, pork, shampoo, hand soap, sandwich loaves, individual meals, yogurt, tortillas, poultry, vegetables, milk, all- purpose
1109, ice cream, sandwich bags, vegetables, sandwich bags, waffles, dinner rolls, tortillas, yogurt, bagels, cereals, juice, toilet paper, ice cream, paper towels, lunch meat, hand soap, bagels, sandwich loaves, sandwich bags
1111, soda, beef, vegetables, vegetables, juice, vegetables, eggs, vegetables, dinner rolls, vegetables, ketchup, sugar, fruits, sugar, milk, ice cream, soda, all- purpose, toilet paper
1115, sandwich bags, cereals, aluminum foil, juice, soap, all- purpose, sugar, soda, juice, individual meals, beef, sugar, pork, laundry detergent, tortillas, beef, waffles, poultry, soda
1116, all- purpose, poultry, juice, cereals, sugar, fruits, coffee/tea, individual meals, dishwashing liquid/detergent, lunch meat, soap, laundry detergent, mixes, bagels, aluminum foil, bagels, beef, juice, individual meals
1117, sandwich loaves, juice, ice cream, poultry, vegetables, mixes, shampoo, juice, laundry detergent, pasta, mixes, sandwich bags, vegetables, yogurt, vegetables, aluminum foil, cheeses, fruits, spaghetti sauce
1118, vegetables, juice, sandwich loaves, coffee/tea, eggs, lunch meat, individual meals, paper towels, sandwich bags, fruits, sandwich bags, juice, laundry detergent, aluminum foil, dishwashing liquid/detergent, flour, dishwashing liquid/detergent, pasta, cereals
1119, beef, ice cream, dinner rolls, cereals, sandwich loaves, laundry detergent, soap, spaghetti sauce, individual meals, laundry detergent, sandwich loaves, sandwich bags, cheeses, soda, sugar, poultry, soap, pasta, tortillas
1121, fruits, vegetables, soap, fruits, eggs, butter, mixes, spaghetti sauce, poultry, all- purpose, dishwashing liquid/detergent, beef, cheeses, vegetables, laundry detergent, sandwich bags, soda, ice cream, lunch meat
1123, sandwich loaves, milk, waffles, soda, vegetables, sugar, mixes, soda, milk, yogurt, toilet paper, sandwich loaves, lunch meat, individual meals, waffles, spaghetti sauce, paper towels, shampoo, 
1124, laundry detergent, bagels, pasta, spaghetti sauce, ice cream, eggs, pasta, cereals, soda, spaghetti sauce, vegetables, waffles, hand soap, pork, individual meals, dinner rolls, paper towels, beef, shampoo
1126, waffles, aluminum foil, beef, beef, sugar, individual meals, beef, yogurt, yogurt, fruits, pork, cereals, paper towels, beef, fruits, mixes, tortillas, cheeses, sandwich bags
1127, shampoo, tortillas, milk, mixes, milk, coffee/tea, cereals, coffee/tea, mixes, all- purpose, soda, tortillas, beef, lunch meat, pork, poultry, soda, poultry, waffles
1129, aluminum foil, coffee/tea, spaghetti sauce, lunch meat, cheeses, spaghetti sauce, soda, sugar, spaghetti sauce, ice cream, pasta, vegetables, flour, laundry detergent, all- purpose, vegetables, vegetables, butter, waffles
1130, fruits, coffee/tea, beef, lunch meat, vegetables, sandwich loaves, juice, individual meals, yogurt, pasta, hand soap, cheeses, waffles, vegetables, butter, shampoo, soap, sandwich bags, cereals
1131, cheeses, toilet paper, toilet paper, juice, all- purpose, fruits, lunch meat, sugar, beef, toilet paper, sugar, pork, beef, laundry detergent, cereals, lunch meat, flour, laundry detergent, shampoo
1133, milk, dishwashing liquid/detergent, flour, yogurt, milk, all- purpose, all- purpose, waffles, mixes, cheeses, cheeses, hand soap, aluminum foil, vegetables, vegetables, pork, vegetables, fruits, lunch meat
1134, vegetables, toilet paper, juice, waffles, bagels, vegetables, vegetables, dishwashing liquid/detergent, beef, dinner rolls, sandwich bags, sandwich loaves, pork, yogurt, dinner rolls, all- purpose, individual meals, yogurt, shampoo
1135, lunch meat, aluminum foil, shampoo, dinner rolls, toilet paper, sugar, soda, milk, individual meals, soda, vegetables, spaghetti sauce, milk, soda, pork, soda, yogurt, shampoo, sandwich loaves
1136, juice, coffee/tea, shampoo, pasta, dishwashing liquid/detergent, hand soap, soap, pasta, all- purpose, sandwich loaves, sandwich bags, ketchup, waffles, cereals, fruits, soap, tortillas, soap, tortillas
1140, aluminum foil, soda, spaghetti sauce, cheeses, cheeses, sandwich bags, vegetables, vegetables, cheeses, toilet paper, waffles, vegetables, all- purpose, flour, soap, ketchup, sandwich bags, waffles, ketchup
1141, waffles, vegetables, soap, ice cream, lunch meat, individual meals, all- purpose, pasta, paper towels, juice, vegetables, poultry, spaghetti sauce, aluminum foil, dinner rolls, paper towels, dinner rolls, shampoo, bagels
1142, soap, bagels, tortillas, eggs, sandwich bags, poultry, toilet paper, dishwashing liquid/detergent, pork, cheeses, spaghetti sauce, vegetables, fruits, sandwich bags, individual meals, soda, dishwashing liquid/detergent, individual meals, vegetables
1143, laundry detergent, pasta, hand soap, eggs, milk, hand soap, waffles, beef, bagels, sandwich bags, soda, juice, soap, cereals, ketchup, aluminum foil, sugar, dinner rolls, vegetables
1144, all- purpose, ketchup, yogurt, ice cream, soda, ice cream, vegetables, vegetables, laundry detergent, ice cream, vegetables, spaghetti sauce, soap, vegetables, waffles, juice, aluminum foil, spaghetti sauce, dinner rolls
1146, juice, tortillas, aluminum foil, fruits, ice cream, eggs, milk, bagels, cereals, shampoo, ice cream, beef, pork, individual meals, fruits, paper towels, hand soap, soda, paper towels
1148, poultry, yogurt, eggs, soap, sugar, ice cream, shampoo, yogurt, waffles, milk, bagels, soda, bagels, cereals, yogurt, soap, lunch meat, waffles, dishwashing liquid/detergent
1152, yogurt, sugar, yogurt, ketchup, tortillas, mixes, juice, bagels, coffee/tea, ice cream, shampoo, dinner rolls, all- purpose, butter, individual meals, coffee/tea, ice cream, flour, lunch meat
1155, mixes, milk, soda, poultry, sugar, milk, sandwich bags, fruits, bagels, sugar, laundry detergent, tortillas, poultry, sugar, ketchup, fruits, lunch meat, vegetables, dishwashing liquid/detergent
1157, toilet paper, sandwich bags, bagels, waffles, cereals, mixes, dishwashing liquid/detergent, lunch meat, cheeses, sandwich loaves, tortillas, flour, soda, cheeses, mixes, toilet paper, individual meals, all- purpose, pork
1158, waffles, spaghetti sauce, poultry, vegetables, beef, vegetables, flour, coffee/tea, ketchup, vegetables, cereals, pasta, eggs, spaghetti sauce, dinner rolls, cheeses, juice, pasta, lunch meat
1159, butter, eggs, aluminum foil, cereals, cheeses, fruits, aluminum foil, cereals, dinner rolls, aluminum foil, mixes, pork, soap, shampoo, sugar, vegetables, pasta, tortillas, pasta
1160, dishwashing liquid/detergent, cereals, fruits, pasta, ketchup, poultry, aluminum foil, aluminum foil, individual meals, yogurt, waffles, butter, paper towels, all- purpose, ketchup, soda, soap, soap, individual meals
1163, vegetables, dinner rolls, hand soap, waffles, vegetables, butter, vegetables, flour, beef, ice cream, butter, individual meals, vegetables, cheeses, flour, sugar, vegetables, soda, lunch meat
1164, bagels, poultry, dishwashing liquid/detergent, coffee/tea, eggs, bagels, mixes, all- purpose, bagels, ice cream, soda, vegetables, vegetables, sandwich loaves, soda, all- purpose, cheeses, cheeses, bagels
1166, sandwich loaves, yogurt, spaghetti sauce, aluminum foil, poultry, soda, flour, flour, ketchup, individual meals, cheeses, vegetables, toilet paper, soap, all- purpose, toilet paper, juice, beef, shampoo
1167, dishwashing liquid/detergent, vegetables, poultry, vegetables, milk, mixes, bagels, sandwich loaves, pasta, ice cream, individual meals, hand soap, lunch meat, dishwashing liquid/detergent, dishwashing liquid/detergent, paper towels, hand soap, fruits, beef
1168, cereals, waffles, tortillas, spaghetti sauce, toilet paper, dishwashing liquid/detergent, toilet paper, individual meals, pork, toilet paper, poultry, spaghetti sauce, hand soap, fruits, pork, dishwashing liquid/detergent, shampoo, toilet paper, beef
1173, yogurt, cheeses, coffee/tea, coffee/tea, vegetables, dinner rolls, cereals, dinner rolls, laundry detergent, lunch meat, vegetables, lunch meat, tortillas, cereals, vegetables, coffee/tea, juice, bagels, laundry detergent
1176, ice cream, laundry detergent, juice, cereals, ice cream, coffee/tea, ketchup, all- purpose, shampoo, soda, milk, dinner rolls, vegetables, tortillas, dinner rolls, lunch meat, dishwashing liquid/detergent, spaghetti sauce, milk
1177, vegetables, fruits, vegetables, beef, ketchup, milk, paper towels, milk, soap, vegetables, soda, all- purpose, waffles, pork, poultry, beef, aluminum foil, vegetables, fruits
1180, toilet paper, toilet paper, toilet paper, lunch meat, soda, individual meals, waffles, soda, pork, dishwashing liquid/detergent, coffee/tea, ice cream, butter, eggs, ice cream, individual meals, juice, flour, juice
1182, hand soap, dishwashing liquid/detergent, waffles, laundry detergent, flour, vegetables, cereals, shampoo, ice cream, shampoo, sugar, all- purpose, yogurt, milk, mixes, individual meals, lunch meat, butter, fruits
1183, lunch meat, juice, lunch meat, vegetables, butter, waffles, toilet paper, spaghetti sauce, pork, bagels, beef, pork, shampoo, mixes, sugar, dinner rolls, ketchup, flour, pork
1187, fruits, lunch meat, paper towels, paper towels, eggs, yogurt, sandwich bags, butter, all- purpose, eggs, dishwashing liquid/detergent, shampoo, bagels, ice cream, butter, cereals, sugar, yogurt, shampoo
1190, aluminum foil, laundry detergent, soap, sugar, eggs, sandwich bags, cheeses, sugar, eggs, bagels, dinner rolls, sandwich bags, eggs, shampoo, vegetables, sugar, vegetables, shampoo, all- purpose
1191, ice cream, ketchup, cheeses, soap, sugar, ice cream, individual meals, laundry detergent, spaghetti sauce, pork, paper towels, soap, beef, vegetables, yogurt, coffee/tea, juice, shampoo, cereals
1192, butter, spaghetti sauce, pasta, ketchup, all- purpose, paper towels, individual meals, soda, soda, yogurt, spaghetti sauce, vegetables, soap, milk, dishwashing liquid/detergent, laundry detergent, spaghetti sauce, pasta, juice
1195, soap, pork, vegetables, butter, paper towels, sandwich bags, vegetables, vegetables, flour, cereals, all- purpose, all- purpose, toilet paper, cereals, vegetables, soda, poultry, toilet paper, lunch meat
1198, lunch meat, soap, hand soap, vegetables, sandwich loaves, aluminum foil, ketchup, waffles, mixes, milk, flour, ketchup, vegetables, pork, ketchup, dishwashing liquid/detergent, paper towels, sandwich bags, sandwich bags
1201, hand soap, coffee/tea, paper towels, soda, cheeses, soap, waffles, soda, milk, yogurt, pork, coffee/tea, cheeses, poultry, waffles, fruits, soap, pasta, ice cream
1202, sugar, sandwich loaves, cereals, paper towels, vegetables, pasta, shampoo, paper towels, shampoo, sugar, shampoo, bagels, coffee/tea, sugar, fruits, eggs, sandwich loaves, mixes, coffee/tea
1203, paper towels, bagels, coffee/tea, cheeses, sugar, tortillas, vegetables, flour, laundry detergent, eggs, lunch meat, sugar, dishwashing liquid/detergent, dishwashing liquid/detergent, ketchup, cereals, milk, waffles, paper towels
1204, vegetables, beef, pasta, eggs, sandwich loaves, cheeses, poultry, cheeses, waffles, fruits, soap, hand soap, beef, poultry, ice cream, sandwich loaves, aluminum foil, sandwich loaves, yogurt
1205, poultry, spaghetti sauce, individual meals, pork, sugar, tortillas, soap, ketchup, poultry, juice, fruits, paper towels, soda, yogurt, sandwich bags, mixes, pork, bagels, poultry
1206, ice cream, bagels, sugar, sugar, laundry detergent, butter, individual meals, cereals, tortillas, cereals, laundry detergent, all- purpose, vegetables, tortillas, dishwashing liquid/detergent, cheeses, waffles, pasta, coffee/tea
1207, eggs, cereals, vegetables, pork, individual meals, all- purpose, juice, all- purpose, all- purpose, aluminum foil, spaghetti sauce, paper towels, sandwich bags, yogurt, sandwich loaves, paper towels, shampoo, coffee/tea, 
1209, individual meals, pork, shampoo, mixes, hand soap, individual meals, aluminum foil, sandwich loaves, pork, sandwich bags, tortillas, beef, yogurt, butter, beef, ice cream, sugar, vegetables, vegetables
1211, tortillas, vegetables, toilet paper, yogurt, dishwashing liquid/detergent, vegetables, laundry detergent, sandwich bags, lunch meat, milk, tortillas, laundry detergent, vegetables, dinner rolls, juice, bagels, vegetables, ketchup, eggs
1212, butter, soda, butter, pork, hand soap, lunch meat, butter, paper towels, eggs, vegetables, poultry, poultry, soda, coffee/tea, dishwashing liquid/detergent, pasta, sugar, soda, sandwich bags
1218, paper towels, all- purpose, soda, butter, ketchup, waffles, soap, individual meals, laundry detergent, dishwashing liquid/detergent, lunch meat, vegetables, ketchup, vegetables, sandwich bags, spaghetti sauce, cheeses, aluminum foil, soda
1219, bagels, dinner rolls, ketchup, paper towels, tortillas, eggs, fruits, bagels, eggs, laundry detergent, cereals, toilet paper, eggs, vegetables, sandwich loaves, soap, beef, poultry, juice
1220, waffles, flour, soap, sugar, tortillas, soda, juice, all- purpose, milk, spaghetti sauce, fruits, hand soap, mixes, waffles, juice, soap, vegetables, beef, waffles
1221, sandwich bags, bagels, eggs, shampoo, pasta, sugar, dinner rolls, lunch meat, sandwich loaves, vegetables, hand soap, lunch meat, all- purpose, sandwich bags, laundry detergent, vegetables, toilet paper, fruits, lunch meat
1223, hand soap, laundry detergent, sugar, soap, individual meals, flour, lunch meat, butter, sandwich bags, all- purpose, hand soap, sugar, sandwich loaves, aluminum foil, poultry, aluminum foil, hand soap, shampoo, 
1224, pasta, aluminum foil, sugar, butter, soda, flour, soap, cheeses, shampoo, aluminum foil, pork, eggs, mixes, dinner rolls, cheeses, laundry detergent, beef, juice, sugar
1227, pork, sandwich loaves, butter, tortillas, spaghetti sauce, dinner rolls, lunch meat, coffee/tea, dinner rolls, coffee/tea, vegetables, soap, flour, coffee/tea, mixes, dishwashing liquid/detergent, sandwich bags, cheeses, aluminum foil
1228, cereals, dishwashing liquid/detergent, paper towels, pork, yogurt, soda, mixes, eggs, mixes, dinner rolls, fruits, soap, beef, dinner rolls, coffee/tea, waffles, lunch meat, lunch meat, ketchup
1230, sandwich bags, vegetables, soda, bagels, all- purpose, dishwashing liquid/detergent, aluminum foil, fruits, waffles, cereals, hand soap, vegetables, mixes, vegetables, soda, dishwashing liquid/detergent, hand soap, poultry, coffee/tea
1231, poultry, vegetables, milk, butter, hand soap, bagels, individual meals, all- purpose, cereals, pasta, laundry detergent, toilet paper, lunch meat, beef, vegetables, eggs, dishwashing liquid/detergent, sugar, laundry detergent
1232, vegetables, flour, cheeses, cheeses, juice, cereals, ice cream, flour, spaghetti sauce, spaghetti sauce, vegetables, soda, hand soap, sugar, juice, all- purpose, cheeses, sandwich loaves, waffles
1233, individual meals, butter, ketchup, dishwashing liquid/detergent, sandwich loaves, individual meals, toilet paper, lunch meat, vegetables, hand soap, bagels, shampoo, ketchup, coffee/tea, sandwich bags, dinner rolls, pork, beef, butter
1237, flour, sugar, coffee/tea, shampoo, sandwich loaves, spaghetti sauce, juice, dinner rolls, laundry detergent, lunch meat, poultry, pork, juice, toilet paper, cereals, sandwich loaves, laundry detergent, lunch meat, sugar
1238, vegetables, butter, vegetables, cereals, laundry detergent, poultry, mixes, juice, individual meals, cheeses, fruits, spaghetti sauce, aluminum foil, vegetables, individual meals, soap, dinner rolls, dinner rolls, sandwich loaves
1239, juice, ketchup, sandwich loaves, soap, pork, vegetables, poultry, bagels, sandwich loaves, yogurt, ketchup, vegetables, pork, shampoo, waffles, juice, cereals, hand soap, flour
1240, cheeses, soap, vegetables, waffles, cheeses, lunch meat, soap, all- purpose, soap, sugar, ice cream, cereals, hand soap, pork, juice, tortillas, lunch meat, sandwich loaves, butter
1241, pork, poultry, all- purpose, sandwich bags, vegetables, individual meals, vegetables, laundry detergent, milk, soap, juice, aluminum foil, flour, individual meals, individual meals, pork, ice cream, ice cream, milk
1246, bagels, hand soap, dishwashing liquid/detergent, flour, individual meals, sandwich loaves, hand soap, vegetables, lunch meat, cheeses, milk, bagels, butter, soap, vegetables, dishwashing liquid/detergent, cereals, tortillas, pork
1248, sandwich loaves, aluminum foil, lunch meat, toilet paper, waffles, pasta, waffles, hand soap, tortillas, pork, butter, hand soap, laundry detergent, milk, sandwich loaves, paper towels, mixes, vegetables, soda
1249, fruits, fruits, ice cream, dishwashing liquid/detergent, yogurt, soda, dinner rolls, coffee/tea, vegetables, beef, bagels, toilet paper, beef, all- purpose, ice cream, hand soap, sandwich bags, dishwashing liquid/detergent, lunch meat
1254, individual meals, flour, spaghetti sauce, dishwashing liquid/detergent, sandwich bags, eggs, ketchup, pasta, vegetables, fruits, soda, hand soap, spaghetti sauce, sandwich bags, bagels, cheeses, vegetables, all- purpose, cereals
1255, mixes, ketchup, spaghetti sauce, juice, individual meals, sugar, cereals, individual meals, all- purpose, dishwashing liquid/detergent, shampoo, butter, paper towels, flour, soap, dinner rolls, ketchup, laundry detergent, hand soap
1258, eggs, milk, paper towels, sugar, yogurt, pork, pork, individual meals, spaghetti sauce, cereals, spaghetti sauce, cheeses, flour, spaghetti sauce, individual meals, sandwich bags, soap, butter, milk
1260, cheeses, flour, hand soap, vegetables, vegetables, sugar, flour, individual meals, tortillas, aluminum foil, fruits, waffles, all- purpose, vegetables, spaghetti sauce, poultry, mixes, pork, dinner rolls
1262, sandwich bags, aluminum foil, sandwich loaves, butter, coffee/tea, coffee/tea, tortillas, poultry, flour, soda, milk, paper towels, vegetables, ice cream, individual meals, eggs, hand soap, soap, waffles
1263, sugar, cheeses, beef, spaghetti sauce, lunch meat, soap, vegetables, paper towels, aluminum foil, toilet paper, dinner rolls, eggs, pasta, hand soap, spaghetti sauce, cereals, aluminum foil, vegetables, milk
1270, ice cream, coffee/tea, paper towels, vegetables, toilet paper, soda, beef, ketchup, ice cream, pork, individual meals, ketchup, fruits, vegetables, mixes, shampoo, bagels, hand soap, tortillas
1272, cheeses, soap, bagels, all- purpose, soap, bagels, mixes, sandwich loaves, butter, individual meals, soda, laundry detergent, sandwich loaves, eggs, spaghetti sauce, vegetables, soda, vegetables, eggs
1273, bagels, soda, ketchup, fruits, pork, fruits, vegetables, ice cream, cereals, lunch meat, waffles, vegetables, ice cream, hand soap, laundry detergent, poultry, ice cream, eggs, fruits
1274, hand soap, tortillas, dinner rolls, eggs, cereals, soda, soda, all- purpose, eggs, ice cream, waffles, hand soap, cheeses, poultry, dishwashing liquid/detergent, ice cream, sandwich bags, dinner rolls, mixes
1277, tortillas, coffee/tea, poultry, lunch meat, butter, mixes, laundry detergent, paper towels, milk, vegetables, vegetables, dinner rolls, fruits, dishwashing liquid/detergent, spaghetti sauce, cheeses, tortillas, coffee/tea, cereals
1278, juice, pork, sandwich bags, aluminum foil, toilet paper, dinner rolls, ketchup, milk, flour, fruits, hand soap, ice cream, coffee/tea, mixes, vegetables, waffles, vegetables, soda, flour
1279, laundry detergent, paper towels, sugar, pasta, laundry detergent, soda, tortillas, laundry detergent, coffee/tea, all- purpose, soda, eggs, ketchup, ketchup, vegetables, individual meals, yogurt, dishwashing liquid/detergent, yogurt
1282, poultry, shampoo, hand soap, cereals, butter, dinner rolls, cereals, tortillas, yogurt, dishwashing liquid/detergent, vegetables, soda, fruits, soda, eggs, mixes, pasta, soap, 
1283, dinner rolls, bagels, vegetables, soap, soap, spaghetti sauce, mixes, soda, juice, pasta, mixes, paper towels, soda, individual meals, milk, vegetables, bagels, flour, mixes
1284, butter, vegetables, aluminum foil, individual meals, poultry, hand soap, sugar, soda, soda, vegetables, laundry detergent, vegetables, flour, eggs, waffles, soda, sandwich loaves, sandwich loaves, beef
1285, ice cream, waffles, shampoo, dinner rolls, yogurt, cereals, aluminum foil, mixes, spaghetti sauce, waffles, coffee/tea, vegetables, cereals, poultry, fruits, aluminum foil, dinner rolls, sandwich loaves, milk
1286, pasta, ice cream, pork, dishwashing liquid/detergent, ice cream, paper towels, ice cream, lunch meat, paper towels, waffles, tortillas, milk, butter, vegetables, bagels, tortillas, eggs, aluminum foil, all- purpose
1287, tortillas, aluminum foil, yogurt, individual meals, lunch meat, waffles, toilet paper, poultry, sandwich loaves, aluminum foil, milk, dinner rolls, individual meals, flour, fruits, waffles, sugar, butter, pork
1289, cereals, shampoo, soda, yogurt, sugar, sandwich bags, lunch meat, sugar, yogurt, sugar, juice, pasta, shampoo, dinner rolls, cheeses, toilet paper, all- purpose, soap, ice cream
1292, all- purpose, soap, individual meals, mixes, individual meals, cereals, bagels, beef, laundry detergent, vegetables, waffles, flour, cheeses, dishwashing liquid/detergent, ketchup, hand soap, ice cream, all- purpose, soap
1293, soap, coffee/tea, pasta, sugar, aluminum foil, ice cream, eggs, dinner rolls, sugar, fruits, butter, milk, hand soap, aluminum foil, butter, hand soap, paper towels, vegetables, vegetables
1295, butter, dishwashing liquid/detergent, laundry detergent, spaghetti sauce, sandwich loaves, pork, spaghetti sauce, toilet paper, milk, vegetables, laundry detergent, aluminum foil, aluminum foil, beef, coffee/tea, juice, all- purpose, laundry detergent, individual meals
1297, cereals, sandwich loaves, paper towels, ice cream, beef, coffee/tea, vegetables, sandwich bags, fruits, ice cream, eggs, pasta, toilet paper, waffles, sandwich loaves, fruits, dishwashing liquid/detergent, all- purpose, individual meals
1298, cheeses, butter, individual meals, vegetables, poultry, soap, vegetables, toilet paper, fruits, dinner rolls, vegetables, tortillas, butter, dinner rolls, soap, ice cream, vegetables, yogurt, mixes
1299, waffles, waffles, toilet paper, tortillas, fruits, hand soap, all- purpose, flour, all- purpose, tortillas, mixes, soda, mixes, shampoo, sandwich loaves, spaghetti sauce, mixes, coffee/tea, dinner rolls
1301, dishwashing liquid/detergent, all- purpose, bagels, aluminum foil, vegetables, ketchup, pasta, dishwashing liquid/detergent, lunch meat, ice cream, shampoo, sugar, fruits, fruits, sandwich loaves, hand soap, mixes, ice cream, soap
1303, dishwashing liquid/detergent, dishwashing liquid/detergent, beef, soda, coffee/tea, ketchup, mixes, all- purpose, flour, fruits, vegetables, sandwich bags, vegetables, fruits, pasta, poultry, eggs, pork, toilet paper
1305, tortillas, spaghetti sauce, laundry detergent, aluminum foil, spaghetti sauce, yogurt, sandwich bags, poultry, ketchup, fruits, yogurt, butter, all- purpose, butter, vegetables, individual meals, fruits, ice cream, poultry
1306, soda, toilet paper, individual meals, aluminum foil, poultry, dinner rolls, waffles, soap, cheeses, eggs, cheeses, juice, pasta, vegetables, soap, sandwich bags, dinner rolls, bagels, sugar
1307, spaghetti sauce, coffee/tea, mixes, milk, vegetables, sugar, tortillas, juice, coffee/tea, mixes, ketchup, eggs, pasta, vegetables, cheeses, flour, sandwich bags, toilet paper, sandwich bags
1311, ice cream, bagels, waffles, ice cream, dishwashing liquid/detergent, sandwich bags, sugar, cheeses, spaghetti sauce, flour, pasta, pasta, eggs, paper towels, vegetables, pasta, beef, ice cream, pork
1312, poultry, bagels, coffee/tea, all- purpose, sandwich loaves, spaghetti sauce, shampoo, mixes, sandwich loaves, soda, individual meals, dishwashing liquid/detergent, dinner rolls, laundry detergent, bagels, individual meals, vegetables, pasta, bagels
1315, cereals, eggs, hand soap, vegetables, butter, soda, yogurt, shampoo, bagels, pasta, tortillas, sugar, fruits, toilet paper, yogurt, ice cream, vegetables, fruits, butter
1316, sandwich loaves, lunch meat, soda, cheeses, mixes, bagels, soap, vegetables, cereals, yogurt, hand soap, juice, sugar, butter, all- purpose, milk, mixes, laundry detergent, dinner rolls
1317, vegetables, paper towels, spaghetti sauce, butter, fruits, cheeses, poultry, pasta, vegetables, mixes, spaghetti sauce, aluminum foil, coffee/tea, spaghetti sauce, laundry detergent, aluminum foil, ketchup, laundry detergent, all- purpose
1319, toilet paper, sandwich loaves, spaghetti sauce, poultry, pasta, waffles, butter, dinner rolls, flour, fruits, all- purpose, bagels, toilet paper, lunch meat, paper towels, vegetables, pork, dishwashing liquid/detergent, bagels
1320, sugar, poultry, juice, paper towels, eggs, juice, bagels, hand soap, mixes, paper towels, hand soap, tortillas, vegetables, dinner rolls, juice, pasta, pasta, hand soap, paper towels
1321, cereals, shampoo, dishwashing liquid/detergent, individual meals, fruits, poultry, beef, vegetables, yogurt, waffles, toilet paper, juice, individual meals, vegetables, eggs, soda, bagels, paper towels, fruits
1323, flour, beef, coffee/tea, sandwich bags, poultry, poultry, eggs, yogurt, mixes, yogurt, all- purpose, flour, spaghetti sauce, individual meals, vegetables, yogurt, beef, sandwich loaves, ice cream
